County,Year,Age, Female Population , Male Population , Total Population , Female Voters , Male Voters , Unknown Voters , Total Voters , Female Ballots , Male Ballots , Unknown Ballots , Total Ballots ,Female Registered Population,Male Registered Population,Total Registered Population,Female Pop Turnout,Male Pop Turnout,Total Pop Turnout,Female Voter Turnout, Male Voter Turnout ,Total Voter Turnout
Snohomish,2017,65-," 59,819 "," 48,403 "," 108,222 "," 49,092 "," 40,691 ", 20 ," 89,803 "," 27,924 "," 24,201 ", 9 ," 52,134 ",82.1%,84.1%,83.0%,46.7%,50.0%,48.2%,56.9%,59.5%,58.1%
Spokane,2017,0TOTAL," 195,875 "," 189,720 "," 385,594 "," 158,933 "," 143,710 "," 2,215 "," 304,858 "," 54,794 "," 49,004 ", 413 ," 104,211 ",81.1%,75.7%,79.1%,28.0%,25.8%,27.0%,34.5%,34.1%,34.2%
Spokane,2017,18-24," 28,429 "," 27,933 "," 56,361 "," 13,692 "," 13,266 ", 603 ," 27,561 "," 1,499 "," 1,497 ", 62 ," 3,058 ",48.2%,47.5%,48.9%,5.3%,5.4%,5.4%,10.9%,11.3%,11.1%
Spokane,2017,25-34," 29,970 "," 31,286 "," 61,256 "," 26,131 "," 24,473 ", 475 ," 51,079 "," 3,616 "," 3,106 ", 57 ," 6,779 ",87.2%,78.2%,83.4%,12.1%,9.9%,11.1%,13.8%,12.7%,13.3%
Spokane,2017,35-44," 27,876 "," 29,293 "," 57,169 "," 24,597 "," 23,144 ", 298 ," 48,039 "," 5,198 "," 4,740 ", 40 ," 9,978 ",88.2%,79.0%,84.0%,18.6%,16.2%,17.5%,21.1%,20.5%,20.8%
Spokane,2017,45-54," 31,282 "," 31,547 "," 62,829 "," 25,549 "," 23,726 ", 266 ," 49,541 "," 7,618 "," 6,883 ", 40 ," 14,541 ",81.7%,75.2%,78.9%,24.4%,21.8%,23.1%,29.8%,29.0%,29.4%
Spokane,2017,55-64," 34,481 "," 32,705 "," 67,186 "," 29,779 "," 26,566 ", 277 ," 56,622 "," 13,456 "," 12,033 ", 87 ," 25,576 ",86.4%,81.2%,84.3%,39.0%,36.8%,38.1%,45.2%,45.3%,45.2%
Spokane,2017,65-," 43,836 "," 36,956 "," 80,792 "," 39,185 "," 32,535 ", 296 ," 72,016 "," 23,407 "," 20,745 ", 127 ," 44,279 ",89.4%,88.0%,89.1%,53.4%,56.1%,54.8%,59.7%,63.8%,61.5%
Stevens,2017,0TOTAL," 17,807 "," 17,474 "," 35,281 "," 15,269 "," 14,508 ", 121 ," 29,898 "," 6,710 "," 6,209 ", 57 ," 12,976 ",85.7%,83.0%,84.7%,37.7%,35.5%,36.8%,43.9%,42.8%,43.4%
Stevens,2017,18-24," 1,758 "," 1,858 "," 3,616 "," 1,106 "," 1,099 ", 6 ," 2,211 ", 186 , 190 , 2 , 378 ,62.9%,59.1%,61.1%,10.6%,10.2%,10.5%,16.8%,17.3%,17.1%
Stevens,2017,25-34," 1,968 "," 1,983 "," 3,951 "," 1,778 "," 1,697 ", 14 ," 3,489 ", 284 , 251 , 3 , 538 ,90.3%,85.6%,88.3%,14.4%,12.7%,13.6%,16.0%,14.8%,15.4%
Stevens,2017,35-44," 2,114 "," 2,064 "," 4,179 "," 1,871 "," 1,736 ", 14 ," 3,621 ", 463 , 400 , 6 , 869 ,88.5%,84.1%,86.7%,21.9%,19.4%,20.8%,24.7%,23.0%,24.0%
Stevens,2017,45-54," 2,915 "," 2,757 "," 5,672 "," 2,405 "," 2,171 ", 16 ," 4,592 ", 881 , 735 , 7 ," 1,623 ",82.5%,78.7%,81.0%,30.2%,26.7%,28.6%,36.6%,33.9%,35.3%
Stevens,2017,55-64," 3,864 "," 3,687 "," 7,551 "," 3,528 "," 3,242 ", 28 ," 6,798 "," 1,872 "," 1,619 ", 16 ," 3,507 ",91.3%,87.9%,90.0%,48.4%,43.9%,46.4%,53.1%,49.9%,51.6%
Stevens,2017,65-," 5,188 "," 5,125 "," 10,313 "," 4,581 "," 4,563 ", 43 ," 9,187 "," 3,024 "," 3,014 ", 23 ," 6,061 ",88.3%,89.0%,89.1%,58.3%,58.8%,58.8%,66.0%,66.1%,66.0%
Thurston,2017,0TOTAL," 112,418 "," 103,766 "," 216,184 "," 93,378 "," 82,904 ", 14 ," 176,296 "," 32,393 "," 28,068 ", 1 ," 60,462 ",83.1%,79.9%,81.5%,28.8%,27.0%,28.0%,34.7%,33.9%,34.3%
Thurston,2017,18-24," 12,288 "," 12,485 "," 24,772 "," 7,565 "," 7,227 ", 10 ," 14,802 ", 950 , 810 , 1 ," 1,761 ",61.6%,57.9%,59.8%,7.7%,6.5%,7.1%,12.6%,11.2%,11.9%
Thurston,2017,25-34," 17,088 "," 16,509 "," 33,597 "," 14,593 "," 13,466 ", 2 ," 28,061 "," 2,241 "," 1,930 ",," 4,171 ",85.4%,81.6%,83.5%,13.1%,11.7%,12.4%,15.4%,14.3%,14.9%
Thurston,2017,35-44," 17,790 "," 17,199 "," 34,989 "," 15,211 "," 13,995 ", 2 ," 29,208 "," 3,591 "," 3,027 ",," 6,618 ",85.5%,81.4%,83.5%,20.2%,17.6%,18.9%,23.6%,21.6%,22.7%
Thurston,2017,45-54," 18,588 "," 18,007 "," 36,595 "," 15,016 "," 13,815 ",," 28,831 "," 4,440 "," 4,011 ",," 8,451 ",80.8%,76.7%,78.8%,23.9%,22.3%,23.1%,29.6%,29.0%,29.3%
Thurston,2017,55-64," 20,663 "," 18,247 "," 38,909 "," 17,678 "," 14,799 ",," 32,477 "," 7,687 "," 6,253 ",," 13,940 ",85.6%,81.1%,83.5%,37.2%,34.3%,35.8%,43.5%,42.3%,42.9%
Thurston,2017,65-," 26,001 "," 21,321 "," 47,322 "," 23,315 "," 19,602 ",," 42,917 "," 13,484 "," 12,037 ",," 25,521 ",89.7%,91.9%,90.7%,51.9%,56.5%,53.9%,57.8%,61.4%,59.5%
Wahkiakum,2017,0TOTAL," 1,692 "," 1,699 "," 3,391 "," 1,528 "," 1,532 ", -   ," 3,060 ", 605 , 613 , -   ," 1,218 ",90.3%,90.2%,90.2%,35.8%,36.1%,35.9%,39.6%,40.0%,39.8%
Wahkiakum,2017,18-24, 116 , 132 , 248 , 85 , 92 ,, 177 , 8 , 11 ,, 19 ,73.4%,69.7%,71.4%,6.9%,8.3%,7.7%,9.4%,12.0%,10.7%
Wahkiakum,2017,25-34, 119 , 154 , 273 , 150 , 165 ,, 315 , 15 , 26 ,, 41 ,125.9%,107.2%,115.4%,12.6%,16.9%,15.0%,10.0%,15.8%,13.0%
Wahkiakum,2017,35-44, 160 , 161 , 321 , 161 , 147 ,, 308 , 35 , 30 ,, 65 ,100.7%,91.1%,95.9%,21.9%,18.6%,20.2%,21.7%,20.4%,21.1%
Wahkiakum,2017,45-54, 228 , 242 , 469 , 212 , 208 ,, 420 , 60 , 57 ,, 117 ,93.1%,86.1%,89.5%,26.3%,23.6%,24.9%,28.3%,27.4%,27.9%
Wahkiakum,2017,55-64, 367 , 355 , 722 , 305 , 298 ,, 603 , 129 , 115 ,, 244 ,83.1%,84.0%,83.6%,35.2%,32.4%,33.8%,42.3%,38.6%,40.5%
Wahkiakum,2017,65-, 703 , 656 ," 1,358 ", 615 , 622 ,," 1,237 ", 358 , 374 ,, 732 ,87.5%,94.9%,91.1%,50.9%,57.1%,53.9%,58.2%,60.1%,59.2%
Walla Walla,2017,0TOTAL," 23,713 "," 24,023 "," 47,736 "," 17,705 "," 15,875 ", 7 ," 33,587 "," 5,933 "," 5,118 ", -   ," 11,051 ",74.7%,66.1%,70.4%,25.0%,21.3%,23.2%,33.5%,32.2%,32.9%
Walla Walla,2017,18-24," 3,721 "," 3,824 "," 7,545 "," 1,571 "," 1,531 ", 3 ," 3,105 ", 159 , 148 ,, 307 ,42.2%,40.0%,41.2%,4.3%,3.9%,4.1%,10.1%,9.7%,9.9%
Walla Walla,2017,25-34," 2,791 "," 4,118 "," 6,909 "," 2,554 "," 2,380 ", 1 ," 4,935 ", 338 , 295 ,, 633 ,91.5%,57.8%,71.4%,12.1%,7.2%,9.2%,13.2%,12.4%,12.8%
Walla Walla,2017,35-44," 3,082 "," 3,281 "," 6,363 "," 2,414 "," 2,209 ",," 4,623 ", 505 , 430 ,, 935 ,78.3%,67.3%,72.7%,16.4%,13.1%,14.7%,20.9%,19.5%,20.2%
Walla Walla,2017,45-54," 3,615 "," 3,532 "," 7,147 "," 2,621 "," 2,392 ", 1 ," 5,014 ", 678 , 609 ,," 1,287 ",72.5%,67.7%,70.2%,18.8%,17.2%,18.0%,25.9%,25.5%,25.7%
Walla Walla,2017,55-64," 4,277 "," 3,875 "," 8,152 "," 3,383 "," 3,029 ", 1 ," 6,413 "," 1,428 "," 1,159 ",," 2,587 ",79.1%,78.2%,78.7%,33.4%,29.9%,31.7%,42.2%,38.3%,40.3%
Walla Walla,2017,65-," 6,226 "," 5,394 "," 11,620 "," 5,162 "," 4,334 ", 1 ," 9,497 "," 2,825 "," 2,477 ",," 5,302 ",82.9%,80.4%,81.7%,45.4%,45.9%,45.6%,54.7%,57.2%,55.8%
Whatcom,2017,0TOTAL," 87,225 "," 85,164 "," 172,390 "," 72,309 "," 66,389 ", 1 ," 138,699 "," 33,854 "," 29,760 ", -   ," 63,614 ",82.9%,78.0%,80.5%,38.8%,34.9%,36.9%,46.8%,44.8%,45.9%
Whatcom,2017,18-24," 14,897 "," 14,098 "," 28,995 "," 8,826 "," 7,687 ", 1 ," 16,514 "," 2,105 "," 1,586 ",," 3,691 ",59.2%,54.5%,57.0%,14.1%,11.2%,12.7%,23.8%,20.6%,22.4%
Whatcom,2017,25-34," 11,957 "," 13,244 "," 25,201 "," 11,586 "," 11,206 ",," 22,792 "," 3,305 "," 2,859 ",," 6,164 ",96.9%,84.6%,90.4%,27.6%,21.6%,24.5%,28.5%,25.5%,27.0%
Whatcom,2017,35-44," 11,980 "," 12,400 "," 24,380 "," 10,548 "," 10,214 ",," 20,762 "," 4,132 "," 3,628 ",," 7,760 ",88.0%,82.4%,85.2%,34.5%,29.3%,31.8%,39.2%,35.5%,37.4%
Whatcom,2017,45-54," 13,313 "," 13,418 "," 26,731 "," 10,781 "," 10,030 ",," 20,811 "," 4,910 "," 4,366 ",," 9,276 ",81.0%,74.8%,77.9%,36.9%,32.5%,34.7%,45.5%,43.5%,44.6%
Whatcom,2017,55-64," 14,959 "," 14,191 "," 29,151 "," 12,627 "," 11,322 ",," 23,949 "," 7,225 "," 6,228 ",," 13,453 ",84.4%,79.8%,82.2%,48.3%,43.9%,46.1%,57.2%,55.0%,56.2%
Whatcom,2017,65-," 20,119 "," 17,812 "," 37,932 "," 17,941 "," 15,930 ",," 33,871 "," 12,177 "," 11,093 ",," 23,270 ",89.2%,89.4%,89.3%,60.5%,62.3%,61.3%,67.9%,69.6%,68.7%
Whitman,2017,0TOTAL," 19,975 "," 20,244 "," 40,219 "," 11,191 "," 10,795 ", 246 ," 22,232 "," 4,444 "," 4,084 ", 89 ," 8,617 ",56.0%,53.3%,55.3%,22.2%,20.2%,21.4%,39.7%,37.8%,38.8%
Whitman,2017,18-24," 8,600 "," 8,961 "," 17,561 "," 1,604 "," 1,602 ", 52 ," 3,258 ", 190 , 161 , 4 , 355 ,18.7%,17.9%,18.6%,2.2%,1.8%,2.0%,11.8%,10.0%,10.9%
Whitman,2017,25-34," 3,501 "," 3,696 "," 7,197 "," 2,251 "," 2,234 ", 38 ," 4,523 ", 398 , 380 , 8 , 786 ,64.3%,60.4%,62.8%,11.4%,10.3%,10.9%,17.7%,17.0%,17.4%
Whitman,2017,35-44," 1,712 "," 1,710 "," 3,422 "," 1,522 "," 1,541 ", 32 ," 3,095 ", 510 , 478 , 11 , 999 ,88.9%,90.1%,90.4%,29.8%,28.0%,29.2%,33.5%,31.0%,32.3%
Whitman,2017,45-54," 1,714 "," 1,704 "," 3,418 "," 1,535 "," 1,443 ", 43 ," 3,021 ", 651 , 629 , 20 ," 1,300 ",89.6%,84.7%,88.4%,38.0%,36.9%,38.0%,42.4%,43.6%,43.0%
Whitman,2017,55-64," 1,934 "," 1,930 "," 3,865 "," 1,873 "," 1,811 ", 36 ," 3,720 "," 1,069 ", 979 , 18 ," 2,066 ",96.8%,93.8%,96.3%,55.3%,50.7%,53.5%,57.1%,54.1%,55.5%
Whitman,2017,65-," 2,513 "," 2,244 "," 4,756 "," 2,406 "," 2,164 ", 45 ," 4,615 "," 1,626 "," 1,457 ", 28 ," 3,111 ",95.8%,96.4%,97.0%,64.7%,64.9%,65.4%,67.6%,67.3%,67.4%
Yakima,2017,0TOTAL," 89,830 "," 85,532 "," 175,362 "," 61,310 "," 53,443 ", 10 ," 114,763 "," 16,956 "," 15,250 ", 1 ," 32,207 ",68.3%,62.5%,65.4%,18.9%,17.8%,18.4%,27.7%,28.5%,28.1%
Yakima,2017,18-24," 9,856 "," 11,430 "," 21,286 "," 6,566 "," 5,904 ", 3 ," 12,473 ", 554 , 471 ,," 1,025 ",66.6%,51.7%,58.6%,5.6%,4.1%,4.8%,8.4%,8.0%,8.2%
Yakima,2017,25-34," 14,813 "," 14,255 "," 29,068 "," 10,861 "," 9,088 ", 1 ," 19,950 "," 1,039 ", 930 , 1 ," 1,970 ",73.3%,63.8%,68.6%,7.0%,6.5%,6.8%,9.6%,10.2%,9.9%
Yakima,2017,35-44," 16,431 "," 14,828 "," 31,259 "," 9,239 "," 7,939 ", 3 ," 17,181 "," 1,441 "," 1,285 ",," 2,726 ",56.2%,53.5%,55.0%,8.8%,8.7%,8.7%,15.6%,16.2%,15.9%
Yakima,2017,45-54," 15,066 "," 14,215 "," 29,281 "," 9,002 "," 8,090 ", 1 ," 17,093 "," 2,100 "," 1,893 ",," 3,993 ",59.7%,56.9%,58.4%,13.9%,13.3%,13.6%,23.3%,23.4%,23.4%
Yakima,2017,55-64," 14,623 "," 13,854 "," 28,477 "," 10,704 "," 9,580 ", 1 ," 20,285 "," 3,938 "," 3,623 ",," 7,561 ",73.2%,69.1%,71.2%,26.9%,26.2%,26.6%,36.8%,37.8%,37.3%
Yakima,2017,65-," 19,041 "," 16,950 "," 35,991 "," 14,938 "," 12,842 ", 1 ," 27,781 "," 7,884 "," 7,048 ",," 14,932 ",78.5%,75.8%,77.2%,41.4%,41.6%,41.5%,52.8%,54.9%,53.7%
zWashington State,2017,0TOTAL," 2,857,166 "," 2,803,564 "," 5,660,730 "," 2,216,142 "," 2,040,233 "," 9,352 "," 4,265,727 "," 829,952 "," 750,022 "," 2,146 "," 1,582,120 ",77.6%,72.8%,75.4%,29.0%,26.8%,27.9%,37.5%,36.8%,37.1%
zWashington State,2017,18-24," 327,677 "," 344,204 "," 671,881 "," 185,014 "," 177,228 "," 2,071 "," 364,313 "," 27,155 "," 24,668 ", 262 ," 52,085 ",56.5%,51.5%,54.2%,8.3%,7.2%,7.8%,14.7%,13.9%,14.3%
zWashington State,2017,25-34," 497,382 "," 522,031 "," 1,019,413 "," 372,111 "," 349,388 "," 1,840 "," 723,339 "," 71,447 "," 63,933 ", 289 ," 135,669 ",74.8%,66.9%,71.0%,14.4%,12.2%,13.3%,19.2%,18.3%,18.8%
zWashington State,2017,35-44," 464,255 "," 475,139 "," 939,394 "," 355,687 "," 333,092 "," 1,476 "," 690,255 "," 97,626 "," 87,633 ", 304 ," 185,563 ",76.6%,70.1%,73.5%,21.0%,18.4%,19.8%,27.4%,26.3%,26.9%
zWashington State,2017,45-54," 471,376 "," 476,817 "," 948,193 "," 366,482 "," 349,415 "," 1,246 "," 717,143 "," 126,986 "," 118,487 ", 268 ," 245,741 ",77.7%,73.3%,75.6%,26.9%,24.8%,25.9%,34.6%,33.9%,34.3%
zWashington State,2017,55-64," 490,100 "," 469,970 "," 960,070 "," 410,923 "," 377,502 "," 1,267 "," 789,692 "," 191,805 "," 172,835 ", 379 ," 365,019 ",83.8%,80.3%,82.3%,39.1%,36.8%,38.0%,46.7%,45.8%,46.2%
zWashington State,2017,65-," 606,376 "," 515,403 "," 1,121,779 "," 525,925 "," 453,608 "," 1,452 "," 980,985 "," 314,933 "," 282,466 ", 644 ," 598,043 ",86.7%,88.0%,87.4%,51.9%,54.8%,53.3%,59.9%,62.3%,61.0%
Adams,2016,0TOTAL," 5,759 "," 5,916 "," 11,675 "," 3,491 "," 3,204 ", -   ," 6,695 "," 2,533 "," 2,320 ", -   ," 4,853 ",60.6%,54.2%,57.3%,44.0%,39.2%,41.6%,72.6%,72.4%,72.5%
Adams,2016,18-24, 914 , 987 ," 1,900 ", 392 , 365 ,, 757 , 213 , 180 , -   , 393 ,42.9%,37.0%,39.8%,23.3%,18.2%,20.7%,54.3%,49.3%,51.9%
Adams,2016,25-34," 1,113 "," 1,175 "," 2,288 ", 597 , 521 ,," 1,118 ", 313 , 279 , -   , 592 ,53.7%,44.3%,48.9%,28.1%,23.7%,25.9%,52.4%,53.6%,53.0%
Adams,2016,35-44," 1,255 "," 1,286 "," 2,541 ", 515 , 453 ,, 968 , 351 , 298 , -   , 649 ,41.0%,35.2%,38.1%,28.0%,23.2%,25.5%,68.2%,65.8%,67.0%
Adams,2016,45-54, 827 , 887 ," 1,714 ", 501 , 489 ,, 990 , 391 , 374 , -   , 765 ,60.6%,55.1%,57.8%,47.3%,42.2%,44.6%,78.0%,76.5%,77.3%
Adams,2016,55-64, 772 , 758 ," 1,530 ", 660 , 592 ,," 1,252 ", 548 , 508 , -   ," 1,056 ",85.5%,78.1%,81.8%,71.0%,67.0%,69.0%,83.0%,85.8%,84.3%
Adams,2016,65-, 878 , 824 ," 1,702 ", 826 , 784 ,," 1,610 ", 717 , 681 , -   ," 1,398 ",94.1%,95.2%,94.6%,81.7%,82.7%,82.2%,86.8%,86.9%,86.8%
Asotin,2016,0TOTAL," 8,990 "," 8,595 "," 17,585 "," 7,518 "," 6,593 ", 13 ," 14,124 "," 5,434 "," 4,714 ", 8 ," 10,156 ",83.6%,76.7%,80.3%,60.4%,54.8%,57.8%,72.3%,71.5%,71.9%
Asotin,2016,18-24, 786 , 743 ," 1,530 ", 537 , 512 ,," 1,049 ", 254 , 221 , -   , 475 ,68.3%,68.9%,68.6%,32.3%,29.7%,31.1%,47.3%,43.2%,45.3%
Asotin,2016,25-34," 1,176 "," 1,075 "," 2,251 "," 1,027 ", 865 , 2 ," 1,894 ", 479 , 388 , -   , 867 ,87.3%,80.5%,84.1%,40.7%,36.1%,38.5%,46.6%,44.9%,45.8%
Asotin,2016,35-44," 1,121 "," 1,097 "," 2,218 ", 950 , 824 , 1 ," 1,775 ", 578 , 510 , -   ," 1,088 ",84.7%,75.1%,80.0%,51.6%,46.5%,49.1%,60.8%,61.9%,61.3%
Asotin,2016,45-54," 1,431 "," 1,366 "," 2,797 "," 1,109 "," 1,007 ", 2 ," 2,118 ", 805 , 710 , 1 ," 1,516 ",77.5%,73.7%,75.7%,56.3%,52.0%,54.2%,72.6%,70.5%,71.6%
Asotin,2016,55-64," 1,827 "," 1,721 "," 3,548 "," 1,520 "," 1,335 ", 3 ," 2,858 "," 1,260 "," 1,099 ", 3 ," 2,362 ",83.2%,77.6%,80.6%,69.0%,63.9%,66.6%,82.9%,82.3%,82.6%
Asotin,2016,65-," 2,649 "," 2,593 "," 5,242 "," 2,375 "," 2,050 ", 5 ," 4,430 "," 2,058 "," 1,786 ", 4 ," 3,848 ",89.7%,79.0%,84.5%,77.7%,68.9%,73.4%,86.7%,87.1%,86.9%
Benton,2016,0TOTAL," 70,852 "," 70,179 "," 141,031 "," 54,559 "," 50,600 "," 2,768 "," 107,927 "," 43,009 "," 39,373 "," 2,024 "," 84,406 ",77.0%,72.1%,76.5%,60.7%,56.1%,59.8%,78.8%,77.8%,78.2%
Benton,2016,18-24," 8,403 "," 8,624 "," 17,028 "," 5,030 "," 4,982 ", 694 ," 10,706 "," 2,903 "," 2,653 ", 430 ," 5,986 ",59.9%,57.8%,62.9%,34.5%,30.8%,35.2%,57.7%,53.3%,55.9%
Benton,2016,25-34," 11,671 "," 12,075 "," 23,746 "," 9,187 "," 8,218 ", 523 ," 17,928 "," 5,954 "," 4,976 ", 371 ," 11,301 ",78.7%,68.1%,75.5%,51.0%,41.2%,47.6%,64.8%,60.6%,63.0%
Benton,2016,35-44," 11,416 "," 11,787 "," 23,203 "," 8,372 "," 7,828 ", 416 ," 16,616 "," 6,310 "," 5,881 ", 305 ," 12,496 ",73.3%,66.4%,71.6%,55.3%,49.9%,53.9%,75.4%,75.1%,75.2%
Benton,2016,45-54," 12,260 "," 12,292 "," 24,552 "," 9,046 "," 8,421 ", 336 ," 17,803 "," 7,494 "," 6,858 ", 267 ," 14,619 ",73.8%,68.5%,72.5%,61.1%,55.8%,59.5%,82.8%,81.4%,82.1%
Benton,2016,55-64," 12,604 "," 12,441 "," 25,044 "," 10,522 "," 9,803 ", 349 ," 20,674 "," 9,285 "," 8,654 ", 274 ," 18,213 ",83.5%,78.8%,82.5%,73.7%,69.6%,72.7%,88.2%,88.3%,88.1%
Benton,2016,65-," 14,498 "," 12,960 "," 27,458 "," 12,402 "," 11,348 ", 450 ," 24,200 "," 11,063 "," 10,351 ", 377 ," 21,791 ",85.5%,87.6%,88.1%,76.3%,79.9%,79.4%,89.2%,91.2%,90.0%
Chelan,2016,0TOTAL," 29,421 "," 28,590 "," 58,011 "," 22,666 "," 20,847 ", 37 ," 43,550 "," 18,468 "," 16,474 ", 25 ," 34,967 ",77.0%,72.9%,75.1%,62.8%,57.6%,60.3%,81.5%,79.0%,80.3%
Chelan,2016,18-24," 2,913 "," 3,041 "," 5,954 "," 1,920 "," 1,797 ", 16 ," 3,733 "," 1,115 ", 942 , 9 ," 2,066 ",65.9%,59.1%,62.7%,38.3%,31.0%,34.7%,58.1%,52.4%,55.3%
Chelan,2016,25-34," 4,070 "," 4,244 "," 8,313 "," 3,225 "," 2,919 ", 4 ," 6,148 "," 2,154 "," 1,776 ", 2 ," 3,932 ",79.2%,68.8%,74.0%,52.9%,41.9%,47.3%,66.8%,60.8%,64.0%
Chelan,2016,35-44," 4,257 "," 4,201 "," 8,457 "," 2,975 "," 2,758 ", 2 ," 5,735 "," 2,291 "," 2,088 ", 1 ," 4,380 ",69.9%,65.7%,67.8%,53.8%,49.7%,51.8%,77.0%,75.7%,76.4%
Chelan,2016,45-54," 4,901 "," 4,805 "," 9,706 "," 3,309 "," 3,186 ", 3 ," 6,498 "," 2,747 "," 2,519 ", 2 ," 5,268 ",67.5%,66.3%,66.9%,56.1%,52.4%,54.3%,83.0%,79.1%,81.1%
Chelan,2016,55-64," 5,655 "," 5,434 "," 11,089 "," 4,735 "," 4,274 ", 7 ," 9,016 "," 4,251 "," 3,731 ", 6 ," 7,988 ",83.7%,78.7%,81.3%,75.2%,68.7%,72.0%,89.8%,87.3%,88.6%
Chelan,2016,65-," 7,626 "," 6,865 "," 14,491 "," 6,502 "," 5,913 ", 5 ," 12,420 "," 5,910 "," 5,418 ", 5 ," 11,333 ",85.3%,86.1%,85.7%,77.5%,78.9%,78.2%,90.9%,91.6%,91.2%
Clallam,2016,0TOTAL," 30,743 "," 29,923 "," 60,666 "," 27,051 "," 24,000 ", 2 ," 51,053 "," 22,005 "," 19,030 ", 2 ," 41,037 ",88.0%,80.2%,84.2%,71.6%,63.6%,67.6%,81.3%,79.3%,80.4%
Clallam,2016,18-24," 2,321 "," 2,916 "," 5,237 "," 1,484 "," 1,511 ",," 2,995 ", 820 , 714 , -   ," 1,534 ",63.9%,51.8%,57.2%,35.3%,24.5%,29.3%,55.3%,47.3%,51.2%
Clallam,2016,25-34," 3,307 "," 3,951 "," 7,257 "," 2,930 "," 2,772 ",," 5,702 "," 1,754 "," 1,506 ", -   ," 3,260 ",88.6%,70.2%,78.6%,53.0%,38.1%,44.9%,59.9%,54.3%,57.2%
Clallam,2016,35-44," 3,405 "," 3,623 "," 7,029 "," 2,886 "," 2,589 ",," 5,475 "," 2,066 "," 1,791 ", -   ," 3,857 ",84.7%,71.5%,77.9%,60.7%,49.4%,54.9%,71.6%,69.2%,70.4%
Clallam,2016,45-54," 4,309 "," 4,179 "," 8,488 "," 3,347 "," 2,910 ",," 6,257 "," 2,617 "," 2,215 ", -   ," 4,832 ",77.7%,69.6%,73.7%,60.7%,53.0%,56.9%,78.2%,76.1%,77.2%
Clallam,2016,55-64," 6,436 "," 5,556 "," 11,992 "," 5,958 "," 4,896 ",," 10,854 "," 5,259 "," 4,200 ", -   ," 9,459 ",92.6%,88.1%,90.5%,81.7%,75.6%,78.9%,88.3%,85.8%,87.1%
Clallam,2016,65-," 10,966 "," 9,697 "," 20,663 "," 10,446 "," 9,322 ", 2 ," 19,770 "," 9,489 "," 8,604 ", 2 ," 18,095 ",95.3%,96.1%,95.7%,86.5%,88.7%,87.6%,90.8%,92.3%,91.5%
Clark,2016,0TOTAL," 178,946 "," 170,520 "," 349,465 "," 144,297 "," 130,396 ", 6 ," 274,699 "," 112,349 "," 98,401 ", 4 ," 210,754 ",80.6%,76.5%,78.6%,62.8%,57.7%,60.3%,77.9%,75.5%,76.7%
Clark,2016,18-24," 19,657 "," 19,871 "," 39,528 "," 13,335 "," 12,796 ", 3 ," 26,134 "," 7,858 "," 6,796 ", 3 ," 14,657 ",67.8%,64.4%,66.1%,40.0%,34.2%,37.1%,58.9%,53.1%,56.1%
Clark,2016,25-34," 28,133 "," 27,569 "," 55,702 "," 22,426 "," 20,291 ", 1 ," 42,718 "," 14,453 "," 11,995 ", -   ," 26,448 ",79.7%,73.6%,76.7%,51.4%,43.5%,47.5%,64.4%,59.1%,61.9%
Clark,2016,35-44," 30,405 "," 30,122 "," 60,527 "," 23,985 "," 21,521 ", 1 ," 45,507 "," 17,900 "," 15,405 ", -   ," 33,305 ",78.9%,71.4%,75.2%,58.9%,51.1%,55.0%,74.6%,71.6%,73.2%
Clark,2016,45-54," 31,832 "," 31,677 "," 63,509 "," 25,430 "," 23,828 ",," 49,258 "," 20,321 "," 18,606 ", -   ," 38,927 ",79.9%,75.2%,77.6%,63.8%,58.7%,61.3%,79.9%,78.1%,79.0%
Clark,2016,55-64," 31,796 "," 29,706 "," 61,501 "," 26,329 "," 23,977 ",," 50,306 "," 22,711 "," 20,411 ", -   ," 43,122 ",82.8%,80.7%,81.8%,71.4%,68.7%,70.1%,86.3%,85.1%,85.7%
Clark,2016,65-," 37,124 "," 31,575 "," 68,698 "," 32,792 "," 27,983 ", 1 ," 60,776 "," 29,106 "," 25,188 ", 1 ," 54,295 ",88.3%,88.6%,88.5%,78.4%,79.8%,79.0%,88.8%,90.0%,89.3%
Columbia,2016,0TOTAL," 1,650 "," 1,648 "," 3,298 "," 1,427 "," 1,294 ",," 2,721 "," 1,194 "," 1,084 ", -   ," 2,278 ",86.5%,78.5%,82.5%,72.4%,65.8%,69.1%,83.7%,83.8%,83.7%
Columbia,2016,18-24, 124 , 128 , 252 , 95 , 83 ,, 178 , 55 , 53 , -   , 108 ,76.3%,65.0%,70.6%,44.2%,41.5%,42.8%,57.9%,63.9%,60.7%
Columbia,2016,25-34, 144 , 152 , 297 , 160 , 130 ,, 290 , 117 , 85 , -   , 202 ,110.8%,85.3%,97.7%,81.0%,55.7%,68.0%,73.1%,65.4%,69.7%
Columbia,2016,35-44, 180 , 192 , 372 , 150 , 150 ,, 300 , 115 , 109 , -   , 224 ,83.3%,78.3%,80.7%,63.9%,56.9%,60.3%,76.7%,72.7%,74.7%
Columbia,2016,45-54, 273 , 281 , 554 , 219 , 189 ,, 408 , 181 , 157 , -   , 338 ,80.3%,67.3%,73.7%,66.3%,55.9%,61.1%,82.6%,83.1%,82.8%
Columbia,2016,55-64, 347 , 350 , 697 , 284 , 283 ,, 567 , 254 , 246 , -   , 500 ,81.9%,80.8%,81.3%,73.2%,70.3%,71.7%,89.4%,86.9%,88.2%
