County,Year,Age, Female Population , Male Population , Total Population , Female Voters , Male Voters , Unknown Voters , Total Voters , Female Ballots , Male Ballots , Unknown Ballots , Total Ballots ,Female Registered Population,Male Registered Population,Total Registered Population,Female Pop Turnout,Male Pop Turnout,Total Pop Turnout,Female Voter Turnout, Male Voter Turnout ,Total Voter Turnout
Okanogan,2016,0TOTAL,15917.76 ,16197.88 ,32115.63 ,11676.00 ,10806.00 ,3.00 ,22485.00 ,9312.00 ,8527.00 ,0.00 ,17839.00 ,0.73 ,0.67 ,0.70 ,0.59 ,0.53 ,0.56 ,0.80 ,0.79 ,0.79 
Okanogan,2016,18-24,1331.03 ,1464.16 ,2795.19 ,779.00 ,722.00 ,2.00 ,1503.00 ,439.00 ,327.00 ,0.00 ,766.00 ,0.59 ,0.49 ,0.54 ,0.33 ,0.22 ,0.27 ,0.56 ,0.45 ,0.51 
Okanogan,2016,25-34,1898.24 ,2012.27 ,3910.51 ,1433.00 ,1252.00 ,1.00 ,2686.00 ,869.00 ,697.00 ,0.00 ,1566.00 ,0.75 ,0.62 ,0.69 ,0.46 ,0.35 ,0.40 ,0.61 ,0.56 ,0.58 
Okanogan,2016,35-44,2152.29 ,2212.54 ,4364.83 ,1438.00 ,1302.00 ,,2740.00 ,1022.00 ,945.00 ,0.00 ,1967.00 ,0.67 ,0.59 ,0.63 ,0.47 ,0.43 ,0.45 ,0.71 ,0.73 ,0.72 
Okanogan,2016,45-54,2606.59 ,2641.43 ,5248.02 ,1647.00 ,1473.00 ,,3120.00 ,1334.00 ,1162.00 ,0.00 ,2496.00 ,0.63 ,0.56 ,0.59 ,0.51 ,0.44 ,0.48 ,0.81 ,0.79 ,0.80 
Okanogan,2016,55-64,3426.54 ,3311.08 ,6737.62 ,2755.00 ,2416.00 ,,5171.00 ,2396.00 ,2085.00 ,0.00 ,4481.00 ,0.80 ,0.73 ,0.77 ,0.70 ,0.63 ,0.67 ,0.87 ,0.86 ,0.87 
Okanogan,2016,65-,4503.07 ,4556.39 ,9059.46 ,3624.00 ,3641.00 ,,7265.00 ,3252.00 ,3311.00 ,0.00 ,6563.00 ,0.80 ,0.80 ,0.80 ,0.72 ,0.73 ,0.72 ,0.90 ,0.91 ,0.90 
Pacific,2016,0TOTAL,8724.95 ,8838.36 ,17563.30 ,7299.00 ,6796.00 ,11.00 ,14106.00 ,5882.00 ,5280.00 ,7.00 ,11169.00 ,0.84 ,0.77 ,0.80 ,0.67 ,0.60 ,0.64 ,0.81 ,0.78 ,0.79 
Pacific,2016,18-24,588.89 ,674.76 ,1263.65 ,375.00 ,403.00 ,2.00 ,780.00 ,195.00 ,171.00 ,0.00 ,366.00 ,0.64 ,0.60 ,0.62 ,0.33 ,0.25 ,0.29 ,0.52 ,0.42 ,0.47 
Pacific,2016,25-34,802.93 ,902.82 ,1705.75 ,692.00 ,637.00 ,2.00 ,1331.00 ,410.00 ,326.00 ,1.00 ,737.00 ,0.86 ,0.71 ,0.78 ,0.51 ,0.36 ,0.43 ,0.59 ,0.51 ,0.55 
Pacific,2016,35-44,909.96 ,970.87 ,1880.83 ,679.00 ,663.00 ,2.00 ,1344.00 ,468.00 ,463.00 ,1.00 ,932.00 ,0.75 ,0.68 ,0.71 ,0.51 ,0.48 ,0.50 ,0.69 ,0.70 ,0.69 
Pacific,2016,45-54,1233.09 ,1292.96 ,2526.04 ,964.00 ,842.00 ,,1806.00 ,742.00 ,622.00 ,0.00 ,1364.00 ,0.78 ,0.65 ,0.71 ,0.60 ,0.48 ,0.54 ,0.77 ,0.74 ,0.76 
Pacific,2016,55-64,2035.13 ,1904.32 ,3939.45 ,1679.00 ,1497.00 ,2.00 ,3178.00 ,1469.00 ,1242.00 ,2.00 ,2713.00 ,0.83 ,0.79 ,0.81 ,0.72 ,0.65 ,0.69 ,0.87 ,0.83 ,0.85 
Pacific,2016,65-,3154.95 ,3092.63 ,6247.58 ,2910.00 ,2754.00 ,3.00 ,5667.00 ,2598.00 ,2456.00 ,3.00 ,5057.00 ,0.92 ,0.89 ,0.91 ,0.82 ,0.79 ,0.81 ,0.89 ,0.89 ,0.89 
Pend Oreille,2016,0TOTAL,5296.39 ,5462.17 ,10758.56 ,4511.00 ,4364.00 ,46.00 ,8921.00 ,3641.00 ,3452.00 ,35.00 ,7128.00 ,0.85 ,0.80 ,0.83 ,0.69 ,0.63 ,0.66 ,0.81 ,0.79 ,0.80 
Pend Oreille,2016,18-24,468.75 ,490.41 ,959.16 ,300.00 ,322.00 ,7.00 ,629.00 ,169.00 ,150.00 ,5.00 ,324.00 ,0.64 ,0.66 ,0.66 ,0.36 ,0.31 ,0.34 ,0.56 ,0.47 ,0.52 
Pend Oreille,2016,25-34,534.05 ,524.67 ,1058.72 ,495.00 ,456.00 ,6.00 ,957.00 ,291.00 ,264.00 ,4.00 ,559.00 ,0.93 ,0.87 ,0.90 ,0.54 ,0.50 ,0.53 ,0.59 ,0.58 ,0.58 
Pend Oreille,2016,35-44,595.16 ,638.74 ,1233.90 ,484.00 ,460.00 ,9.00 ,953.00 ,351.00 ,308.00 ,8.00 ,667.00 ,0.81 ,0.72 ,0.77 ,0.59 ,0.48 ,0.54 ,0.73 ,0.67 ,0.70 
Pend Oreille,2016,45-54,872.09 ,902.29 ,1774.37 ,690.00 ,656.00 ,8.00 ,1354.00 ,562.00 ,527.00 ,6.00 ,1095.00 ,0.79 ,0.73 ,0.76 ,0.64 ,0.58 ,0.62 ,0.81 ,0.80 ,0.81 
Pend Oreille,2016,55-64,1191.08 ,1219.53 ,2410.61 ,1075.00 ,973.00 ,6.00 ,2054.00 ,952.00 ,845.00 ,4.00 ,1801.00 ,0.90 ,0.80 ,0.85 ,0.80 ,0.69 ,0.75 ,0.89 ,0.87 ,0.88 
Pend Oreille,2016,65-,1635.26 ,1686.54 ,3321.80 ,1467.00 ,1497.00 ,10.00 ,2974.00 ,1316.00 ,1358.00 ,8.00 ,2682.00 ,0.90 ,0.89 ,0.90 ,0.80 ,0.81 ,0.81 ,0.90 ,0.91 ,0.90 
Pierce,2016,0TOTAL,327789.91 ,312870.81 ,640660.72 ,259368.00 ,232865.00 ,106.00 ,492339.00 ,195546.00 ,169427.00 ,89.00 ,365062.00 ,0.79 ,0.74 ,0.77 ,0.60 ,0.54 ,0.57 ,0.75 ,0.73 ,0.74 
Pierce,2016,18-24,37936.06 ,39092.20 ,77028.27 ,24782.00 ,23461.00 ,26.00 ,48269.00 ,13953.00 ,11518.00 ,16.00 ,25487.00 ,0.65 ,0.60 ,0.63 ,0.37 ,0.29 ,0.33 ,0.56 ,0.49 ,0.53 
Pierce,2016,25-34,58783.43 ,57276.17 ,116059.60 ,45223.00 ,41203.00 ,33.00 ,86459.00 ,27889.00 ,23395.00 ,30.00 ,51314.00 ,0.77 ,0.72 ,0.74 ,0.47 ,0.41 ,0.44 ,0.62 ,0.57 ,0.59 
Pierce,2016,35-44,54429.06 ,53408.96 ,107838.02 ,42307.00 ,38097.00 ,19.00 ,80423.00 ,30563.00 ,26205.00 ,17.00 ,56785.00 ,0.78 ,0.71 ,0.75 ,0.56 ,0.49 ,0.53 ,0.72 ,0.69 ,0.71 
Pierce,2016,45-54,57423.93 ,57508.21 ,114932.15 ,45324.00 ,41865.00 ,8.00 ,87197.00 ,35522.00 ,32153.00 ,8.00 ,67683.00 ,0.79 ,0.73 ,0.76 ,0.62 ,0.56 ,0.59 ,0.78 ,0.77 ,0.78 
Pierce,2016,55-64,56528.67 ,53758.97 ,110287.64 ,47282.00 ,42994.00 ,12.00 ,90288.00 ,40144.00 ,35935.00 ,11.00 ,76090.00 ,0.84 ,0.80 ,0.82 ,0.71 ,0.67 ,0.69 ,0.85 ,0.84 ,0.84 
Pierce,2016,65-,62688.75 ,51826.30 ,114515.05 ,54450.00 ,45245.00 ,8.00 ,99703.00 ,47475.00 ,40221.00 ,7.00 ,87703.00 ,0.87 ,0.87 ,0.87 ,0.76 ,0.78 ,0.77 ,0.87 ,0.89 ,0.88 
San Juan,2016,0TOTAL,7266.35 ,6865.28 ,14131.63 ,6701.00 ,6022.00 ,23.00 ,12746.00 ,5999.00 ,5239.00 ,21.00 ,11259.00 ,0.92 ,0.88 ,0.90 ,0.83 ,0.76 ,0.80 ,0.90 ,0.87 ,0.88 
San Juan,2016,18-24,443.39 ,442.01 ,885.40 ,343.00 ,303.00 ,7.00 ,653.00 ,247.00 ,194.00 ,6.00 ,447.00 ,0.77 ,0.69 ,0.74 ,0.56 ,0.44 ,0.50 ,0.72 ,0.64 ,0.68 
San Juan,2016,25-34,630.80 ,573.72 ,1204.52 ,609.00 ,539.00 ,4.00 ,1152.00 ,465.00 ,366.00 ,4.00 ,835.00 ,0.97 ,0.94 ,0.96 ,0.74 ,0.64 ,0.69 ,0.76 ,0.68 ,0.72 
San Juan,2016,35-44,769.12 ,785.81 ,1554.93 ,668.00 ,550.00 ,2.00 ,1220.00 ,572.00 ,441.00 ,2.00 ,1015.00 ,0.87 ,0.70 ,0.78 ,0.74 ,0.56 ,0.65 ,0.86 ,0.80 ,0.83 
San Juan,2016,45-54,1094.59 ,1035.93 ,2130.51 ,883.00 ,797.00 ,1.00 ,1681.00 ,767.00 ,690.00 ,0.00 ,1457.00 ,0.81 ,0.77 ,0.79 ,0.70 ,0.67 ,0.68 ,0.87 ,0.87 ,0.87 
San Juan,2016,55-64,1727.14 ,1551.13 ,3278.27 ,1639.00 ,1326.00 ,3.00 ,2968.00 ,1532.00 ,1196.00 ,3.00 ,2731.00 ,0.95 ,0.85 ,0.91 ,0.89 ,0.77 ,0.83 ,0.93 ,0.90 ,0.92 
San Juan,2016,65-,2601.32 ,2476.68 ,5077.99 ,2559.00 ,2507.00 ,6.00 ,5072.00 ,2416.00 ,2352.00 ,6.00 ,4774.00 ,0.98 ,1.01 ,1.00 ,0.93 ,0.95 ,0.94 ,0.94 ,0.94 ,0.94 
Skagit,2016,0TOTAL,47998.12 ,46898.91 ,94897.03 ,39122.00 ,34863.00 ,2.00 ,73987.00 ,31497.00 ,27511.00 ,1.00 ,59009.00 ,0.82 ,0.74 ,0.78 ,0.66 ,0.59 ,0.62 ,0.81 ,0.79 ,0.80 
Skagit,2016,18-24,4806.84 ,4981.05 ,9787.89 ,3142.00 ,2864.00 ,,6006.00 ,1907.00 ,1485.00 ,0.00 ,3392.00 ,0.65 ,0.57 ,0.61 ,0.40 ,0.30 ,0.35 ,0.61 ,0.52 ,0.56 
Skagit,2016,25-34,6955.36 ,7330.83 ,14286.19 ,5458.00 ,4796.00 ,,10254.00 ,3490.00 ,2836.00 ,0.00 ,6326.00 ,0.78 ,0.65 ,0.72 ,0.50 ,0.39 ,0.44 ,0.64 ,0.59 ,0.62 
Skagit,2016,35-44,6836.34 ,7137.47 ,13973.81 ,4954.00 ,4572.00 ,,9526.00 ,3677.00 ,3353.00 ,0.00 ,7030.00 ,0.72 ,0.64 ,0.68 ,0.54 ,0.47 ,0.50 ,0.74 ,0.73 ,0.74 
Skagit,2016,45-54,7637.41 ,7760.30 ,15397.71 ,5818.00 ,5260.00 ,1.00 ,11079.00 ,4675.00 ,4184.00 ,0.00 ,8859.00 ,0.76 ,0.68 ,0.72 ,0.61 ,0.54 ,0.58 ,0.80 ,0.80 ,0.80 
Skagit,2016,55-64,9051.95 ,8529.87 ,17581.81 ,7927.00 ,6954.00 ,1.00 ,14882.00 ,7030.00 ,6076.00 ,1.00 ,13107.00 ,0.88 ,0.82 ,0.85 ,0.78 ,0.71 ,0.75 ,0.89 ,0.87 ,0.88 
Skagit,2016,65-,12710.23 ,11159.39 ,23869.62 ,11823.00 ,10417.00 ,,22240.00 ,10718.00 ,9577.00 ,0.00 ,20295.00 ,0.93 ,0.93 ,0.93 ,0.84 ,0.86 ,0.85 ,0.91 ,0.92 ,0.91 
Skamania,2016,0TOTAL,4579.78 ,4667.29 ,9247.07 ,3747.00 ,3707.00 ,9.00 ,7463.00 ,3028.00 ,2858.00 ,7.00 ,5893.00 ,0.82 ,0.79 ,0.81 ,0.66 ,0.61 ,0.64 ,0.81 ,0.77 ,0.79 
Skamania,2016,18-24,408.46 ,427.00 ,835.45 ,248.00 ,245.00 ,,493.00 ,155.00 ,128.00 ,0.00 ,283.00 ,0.61 ,0.57 ,0.59 ,0.38 ,0.30 ,0.34 ,0.63 ,0.52 ,0.57 
Skamania,2016,25-34,521.00 ,539.02 ,1060.02 ,467.00 ,426.00 ,3.00 ,896.00 ,300.00 ,225.00 ,3.00 ,528.00 ,0.90 ,0.79 ,0.85 ,0.58 ,0.42 ,0.50 ,0.64 ,0.53 ,0.59 
Skamania,2016,35-44,663.09 ,652.77 ,1315.86 ,516.00 ,515.00 ,1.00 ,1032.00 ,398.00 ,362.00 ,1.00 ,761.00 ,0.78 ,0.79 ,0.78 ,0.60 ,0.55 ,0.58 ,0.77 ,0.70 ,0.74 
Skamania,2016,45-54,848.07 ,842.48 ,1690.55 ,659.00 ,640.00 ,4.00 ,1303.00 ,552.00 ,500.00 ,3.00 ,1055.00 ,0.78 ,0.76 ,0.77 ,0.65 ,0.59 ,0.62 ,0.84 ,0.78 ,0.81 
Skamania,2016,55-64,1000.57 ,1047.22 ,2047.79 ,906.00 ,879.00 ,1.00 ,1786.00 ,777.00 ,746.00 ,0.00 ,1523.00 ,0.91 ,0.84 ,0.87 ,0.78 ,0.71 ,0.74 ,0.86 ,0.85 ,0.85 
Skamania,2016,65-,1138.60 ,1158.80 ,2297.41 ,951.00 ,1002.00 ,,1953.00 ,846.00 ,897.00 ,0.00 ,1743.00 ,0.84 ,0.86 ,0.85 ,0.74 ,0.77 ,0.76 ,0.89 ,0.90 ,0.89 
Snohomish,2016,0TOTAL,299271.57 ,297724.24 ,596995.81 ,236620.00 ,218877.00 ,112.00 ,455609.00 ,188767.00 ,167637.00 ,68.00 ,356472.00 ,0.79 ,0.74 ,0.76 ,0.63 ,0.56 ,0.60 ,0.80 ,0.77 ,0.78 
Snohomish,2016,18-24,30385.65 ,32685.25 ,63070.91 ,21624.00 ,20752.00 ,17.00 ,42393.00 ,14024.00 ,11870.00 ,10.00 ,25904.00 ,0.71 ,0.63 ,0.67 ,0.46 ,0.36 ,0.41 ,0.65 ,0.57 ,0.61 
Snohomish,2016,25-34,50754.64 ,54217.66 ,104972.30 ,40031.00 ,37480.00 ,20.00 ,77531.00 ,27445.00 ,23504.00 ,14.00 ,50963.00 ,0.79 ,0.69 ,0.74 ,0.54 ,0.43 ,0.49 ,0.69 ,0.63 ,0.66 
Snohomish,2016,35-44,52433.01 ,55379.87 ,107812.89 ,38778.00 ,36665.00 ,20.00 ,75463.00 ,29920.00 ,27032.00 ,10.00 ,56962.00 ,0.74 ,0.66 ,0.70 ,0.57 ,0.49 ,0.53 ,0.77 ,0.74 ,0.75 
Snohomish,2016,45-54,55868.78 ,57612.24 ,113481.02 ,43754.00 ,42218.00 ,16.00 ,85988.00 ,35775.00 ,33607.00 ,5.00 ,69387.00 ,0.78 ,0.73 ,0.76 ,0.64 ,0.58 ,0.61 ,0.82 ,0.80 ,0.81 
Snohomish,2016,55-64,53484.96 ,52366.80 ,105851.76 ,45204.00 ,42560.00 ,21.00 ,87785.00 ,39541.00 ,36425.00 ,18.00 ,75984.00 ,0.85 ,0.81 ,0.83 ,0.74 ,0.70 ,0.72 ,0.87 ,0.86 ,0.87 
Snohomish,2016,65-,56344.53 ,45462.41 ,101806.94 ,47229.00 ,39202.00 ,18.00 ,86449.00 ,42062.00 ,35199.00 ,11.00 ,77272.00 ,0.84 ,0.86 ,0.85 ,0.75 ,0.77 ,0.76 ,0.89 ,0.90 ,0.89 
Spokane,2016,0TOTAL,193330.22 ,186905.48 ,380235.70 ,160394.00 ,144318.00 ,2051.00 ,306763.00 ,126968.00 ,110815.00 ,1397.00 ,239180.00 ,0.83 ,0.77 ,0.81 ,0.66 ,0.59 ,0.63 ,0.79 ,0.77 ,0.78 
Spokane,2016,18-24,28006.68 ,27465.65 ,55472.33 ,15193.00 ,14603.00 ,544.00 ,30340.00 ,8937.00 ,7858.00 ,319.00 ,17114.00 ,0.54 ,0.53 ,0.55 ,0.32 ,0.29 ,0.31 ,0.59 ,0.54 ,0.56 
Spokane,2016,25-34,30167.45 ,31609.81 ,61777.26 ,26769.00 ,24795.00 ,470.00 ,52034.00 ,17429.00 ,15023.00 ,277.00 ,32729.00 ,0.89 ,0.78 ,0.84 ,0.58 ,0.48 ,0.53 ,0.65 ,0.61 ,0.63 
Spokane,2016,35-44,27634.84 ,29039.79 ,56674.64 ,24090.00 ,22581.00 ,262.00 ,46933.00 ,18093.00 ,16331.00 ,179.00 ,34603.00 ,0.87 ,0.78 ,0.83 ,0.65 ,0.56 ,0.61 ,0.75 ,0.72 ,0.74 
Spokane,2016,45-54,31583.21 ,31677.84 ,63261.05 ,26249.00 ,24227.00 ,261.00 ,50737.00 ,21499.00 ,19407.00 ,174.00 ,41080.00 ,0.83 ,0.76 ,0.80 ,0.68 ,0.61 ,0.65 ,0.82 ,0.80 ,0.81 
Spokane,2016,55-64,34038.18 ,32188.13 ,66226.31 ,29989.00 ,26636.00 ,253.00 ,56878.00 ,26690.00 ,23334.00 ,213.00 ,50237.00 ,0.88 ,0.83 ,0.86 ,0.78 ,0.72 ,0.76 ,0.89 ,0.88 ,0.88 
Spokane,2016,65-,41899.86 ,34924.25 ,76824.11 ,38104.00 ,31476.00 ,261.00 ,69841.00 ,34320.00 ,28862.00 ,235.00 ,63417.00 ,0.91 ,0.90 ,0.91 ,0.82 ,0.83 ,0.83 ,0.90 ,0.92 ,0.91 
Stevens,2016,0TOTAL,17614.10 ,17278.79 ,34892.89 ,15377.00 ,14605.00 ,128.00 ,30110.00 ,12175.00 ,11416.00 ,93.00 ,23684.00 ,0.87 ,0.85 ,0.86 ,0.69 ,0.66 ,0.68 ,0.79 ,0.78 ,0.79 
Stevens,2016,18-24,1825.46 ,1929.83 ,3755.29 ,1213.00 ,1231.00 ,8.00 ,2452.00 ,648.00 ,663.00 ,2.00 ,1313.00 ,0.66 ,0.64 ,0.65 ,0.35 ,0.34 ,0.35 ,0.53 ,0.54 ,0.54 
Stevens,2016,25-34,1934.20 ,1960.08 ,3894.28 ,1800.00 ,1719.00 ,16.00 ,3535.00 ,1035.00 ,950.00 ,7.00 ,1992.00 ,0.93 ,0.88 ,0.91 ,0.54 ,0.48 ,0.51 ,0.58 ,0.55 ,0.56 
Stevens,2016,35-44,2114.75 ,2040.31 ,4155.06 ,1883.00 ,1725.00 ,15.00 ,3623.00 ,1354.00 ,1176.00 ,11.00 ,2541.00 ,0.89 ,0.85 ,0.87 ,0.64 ,0.58 ,0.61 ,0.72 ,0.68 ,0.70 
Stevens,2016,45-54,2977.54 ,2812.56 ,5790.09 ,2455.00 ,2236.00 ,16.00 ,4707.00 ,2004.00 ,1760.00 ,11.00 ,3775.00 ,0.82 ,0.80 ,0.81 ,0.67 ,0.63 ,0.65 ,0.82 ,0.79 ,0.80 
Stevens,2016,55-64,3834.50 ,3666.44 ,7500.94 ,3586.00 ,3270.00 ,29.00 ,6885.00 ,3150.00 ,2858.00 ,25.00 ,6033.00 ,0.94 ,0.89 ,0.92 ,0.82 ,0.78 ,0.80 ,0.88 ,0.87 ,0.88 
Stevens,2016,65-,4927.66 ,4869.57 ,9797.22 ,4440.00 ,4424.00 ,44.00 ,8908.00 ,3984.00 ,4009.00 ,37.00 ,8030.00 ,0.90 ,0.91 ,0.91 ,0.81 ,0.82 ,0.82 ,0.90 ,0.91 ,0.90 
Thurston,2016,0TOTAL,110708.31 ,102181.10 ,212889.41 ,93042.00 ,82267.00 ,123.00 ,175432.00 ,73407.00 ,62390.00 ,87.00 ,135884.00 ,0.84 ,0.81 ,0.82 ,0.66 ,0.61 ,0.64 ,0.79 ,0.76 ,0.77 
Thurston,2016,18-24,12299.49 ,12408.32 ,24707.81 ,8315.00 ,7800.00 ,30.00 ,16145.00 ,4940.00 ,4178.00 ,14.00 ,9132.00 ,0.68 ,0.63 ,0.65 ,0.40 ,0.34 ,0.37 ,0.59 ,0.54 ,0.57 
Thurston,2016,25-34,17166.10 ,16671.91 ,33838.01 ,14737.00 ,13522.00 ,29.00 ,28288.00 ,9655.00 ,7924.00 ,22.00 ,17601.00 ,0.86 ,0.81 ,0.84 ,0.56 ,0.48 ,0.52 ,0.66 ,0.59 ,0.62 
Thurston,2016,35-44,17548.74 ,17011.27 ,34560.01 ,14767.00 ,13413.00 ,19.00 ,28199.00 ,11050.00 ,9532.00 ,14.00 ,20596.00 ,0.84 ,0.79 ,0.82 ,0.63 ,0.56 ,0.60 ,0.75 ,0.71 ,0.73 
Thurston,2016,45-54,18587.54 ,17927.02 ,36514.56 ,15227.00 ,13882.00 ,14.00 ,29123.00 ,12285.00 ,10877.00 ,12.00 ,23174.00 ,0.82 ,0.77 ,0.80 ,0.66 ,0.61 ,0.63 ,0.81 ,0.78 ,0.80 
Thurston,2016,55-64,20385.74 ,17948.40 ,38334.14 ,17686.00 ,14862.00 ,15.00 ,32563.00 ,15504.00 ,12755.00 ,9.00 ,28268.00 ,0.87 ,0.83 ,0.85 ,0.76 ,0.71 ,0.74 ,0.88 ,0.86 ,0.87 
Thurston,2016,65-,24720.71 ,20214.18 ,44934.89 ,22310.00 ,18788.00 ,16.00 ,41114.00 ,19973.00 ,17124.00 ,16.00 ,37113.00 ,0.90 ,0.93 ,0.91 ,0.81 ,0.85 ,0.83 ,0.90 ,0.91 ,0.90 
Wahkiakum,2016,0TOTAL,1672.40 ,1676.99 ,3349.38 ,1509.00 ,1501.00 ,,3010.00 ,1235.00 ,1206.00 ,0.00 ,2441.00 ,0.90 ,0.90 ,0.90 ,0.74 ,0.72 ,0.73 ,0.82 ,0.80 ,0.81 
Wahkiakum,2016,18-24,115.95 ,140.26 ,256.22 ,87.00 ,95.00 ,,182.00 ,49.00 ,49.00 ,0.00 ,98.00 ,0.75 ,0.68 ,0.71 ,0.42 ,0.35 ,0.38 ,0.56 ,0.52 ,0.54 
Wahkiakum,2016,25-34,119.95 ,155.79 ,275.74 ,148.00 ,150.00 ,,298.00 ,78.00 ,85.00 ,0.00 ,163.00 ,1.23 ,0.96 ,1.08 ,0.65 ,0.55 ,0.59 ,0.53 ,0.57 ,0.55 
Wahkiakum,2016,35-44,163.60 ,161.33 ,324.93 ,159.00 ,139.00 ,,298.00 ,125.00 ,96.00 ,0.00 ,221.00 ,0.97 ,0.86 ,0.92 ,0.76 ,0.60 ,0.68 ,0.79 ,0.69 ,0.74 
Wahkiakum,2016,45-54,234.54 ,245.26 ,479.81 ,215.00 ,210.00 ,,425.00 ,167.00 ,166.00 ,0.00 ,333.00 ,0.92 ,0.86 ,0.89 ,0.71 ,0.68 ,0.69 ,0.78 ,0.79 ,0.78 
Wahkiakum,2016,55-64,367.17 ,353.08 ,720.25 ,306.00 ,288.00 ,,594.00 ,275.00 ,244.00 ,0.00 ,519.00 ,0.83 ,0.82 ,0.82 ,0.75 ,0.69 ,0.72 ,0.90 ,0.85 ,0.87 
Wahkiakum,2016,65-,671.18 ,621.26 ,1292.44 ,594.00 ,619.00 ,,1213.00 ,541.00 ,566.00 ,0.00 ,1107.00 ,0.89 ,1.00 ,0.94 ,0.81 ,0.91 ,0.86 ,0.91 ,0.91 ,0.91 
Walla Walla,2016,0TOTAL,23432.43 ,23879.89 ,47312.32 ,17533.00 ,15694.00 ,4.00 ,33231.00 ,14123.00 ,12508.00 ,4.00 ,26635.00 ,0.75 ,0.66 ,0.70 ,0.60 ,0.52 ,0.56 ,0.81 ,0.80 ,0.80 
Walla Walla,2016,18-24,3699.87 ,3848.53 ,7548.41 ,1652.00 ,1609.00 ,2.00 ,3263.00 ,1020.00 ,910.00 ,2.00 ,1932.00 ,0.45 ,0.42 ,0.43 ,0.28 ,0.24 ,0.26 ,0.62 ,0.57 ,0.59 
Walla Walla,2016,25-34,2953.37 ,4241.83 ,7195.20 ,2542.00 ,2323.00 ,,4865.00 ,1658.00 ,1439.00 ,0.00 ,3097.00 ,0.86 ,0.55 ,0.68 ,0.56 ,0.34 ,0.43 ,0.65 ,0.62 ,0.64 
Walla Walla,2016,35-44,3065.77 ,3326.69 ,6392.46 ,2315.00 ,2114.00 ,,4429.00 ,1760.00 ,1628.00 ,0.00 ,3388.00 ,0.76 ,0.64 ,0.69 ,0.57 ,0.49 ,0.53 ,0.76 ,0.77 ,0.76 
Walla Walla,2016,45-54,3618.28 ,3601.42 ,7219.70 ,2657.00 ,2420.00 ,1.00 ,5078.00 ,2229.00 ,1995.00 ,1.00 ,4225.00 ,0.73 ,0.67 ,0.70 ,0.62 ,0.55 ,0.59 ,0.84 ,0.82 ,0.83 
Walla Walla,2016,55-64,4151.46 ,3835.82 ,7987.28 ,3405.00 ,3049.00 ,,6454.00 ,3043.00 ,2690.00 ,0.00 ,5733.00 ,0.82 ,0.79 ,0.81 ,0.73 ,0.70 ,0.72 ,0.89 ,0.88 ,0.89 
Walla Walla,2016,65-,5943.67 ,5025.60 ,10969.27 ,4962.00 ,4179.00 ,1.00 ,9142.00 ,4413.00 ,3846.00 ,1.00 ,8260.00 ,0.83 ,0.83 ,0.83 ,0.74 ,0.77 ,0.75 ,0.89 ,0.92 ,0.90 
Whatcom,2016,0TOTAL,85644.34 ,83538.12 ,169182.46 ,72630.00 ,66639.00 ,,139269.00 ,61066.00 ,53788.00 ,0.00 ,114854.00 ,0.85 ,0.80 ,0.82 ,0.71 ,0.64 ,0.68 ,0.84 ,0.81 ,0.82 
Whatcom,2016,18-24,14587.86 ,13835.02 ,28422.88 ,9546.00 ,8303.00 ,,17849.00 ,7113.00 ,5519.00 ,0.00 ,12632.00 ,0.65 ,0.60 ,0.63 ,0.49 ,0.40 ,0.44 ,0.75 ,0.66 ,0.71 
Whatcom,2016,25-34,12205.02 ,13485.89 ,25690.91 ,11715.00 ,11220.00 ,,22935.00 ,8703.00 ,7738.00 ,0.00 ,16441.00 ,0.96 ,0.83 ,0.89 ,0.71 ,0.57 ,0.64 ,0.74 ,0.69 ,0.72 
Whatcom,2016,35-44,11876.50 ,12282.54 ,24159.03 ,10384.00 ,10022.00 ,,20406.00 ,8506.00 ,7784.00 ,0.00 ,16290.00 ,0.87 ,0.82 ,0.84 ,0.72 ,0.63 ,0.67 ,0.82 ,0.78 ,0.80 
Whatcom,2016,45-54,13294.25 ,13305.80 ,26600.05 ,10953.00 ,10221.00 ,,21174.00 ,9319.00 ,8399.00 ,0.00 ,17718.00 ,0.82 ,0.77 ,0.80 ,0.70 ,0.63 ,0.67 ,0.85 ,0.82 ,0.84 
Whatcom,2016,55-64,14689.55 ,13876.11 ,28565.66 ,12756.00 ,11401.00 ,,24157.00 ,11542.00 ,10096.00 ,0.00 ,21638.00 ,0.87 ,0.82 ,0.85 ,0.79 ,0.73 ,0.76 ,0.90 ,0.89 ,0.90 
Whatcom,2016,65-,18991.17 ,16752.76 ,35743.92 ,17276.00 ,15472.00 ,,32748.00 ,15883.00 ,14252.00 ,0.00 ,30135.00 ,0.91 ,0.92 ,0.92 ,0.84 ,0.85 ,0.84 ,0.92 ,0.92 ,0.92 
Whitman,2016,0TOTAL,19864.56 ,20048.91 ,39913.47 ,11536.00 ,11174.00 ,237.00 ,22947.00 ,9356.00 ,8641.00 ,181.00 ,18178.00 ,0.58 ,0.56 ,0.57 ,0.47 ,0.43 ,0.46 ,0.81 ,0.77 ,0.79 
Whitman,2016,18-24,8990.86 ,9234.55 ,18225.41 ,2123.00 ,2106.00 ,23.00 ,4252.00 ,1400.00 ,1208.00 ,14.00 ,2622.00 ,0.24 ,0.23 ,0.23 ,0.16 ,0.13 ,0.14 ,0.66 ,0.57 ,0.62 
